Opcode,Mnemonic,Sz,T,Opcode,Mnemonic,Sz,T
{\$FDCB06},rlc (iy+x),4,23,{\$FDCB0E},rrc (iy+x),4,23
{\$FDCB16},rl (iy+x),4,23,{\$FDCB1E},rr (iy+x),4,23
{\$FDCB26},sla (iy+x),4,23,{\$FDCB2E},sra (iy+x),4,23
{\$FDCB36},sll (iy+x),4,23,{\$FDCB3E},srl (iy+x),4,23
{\$FDCB46},{bit 0,(iy+x)},4,20,{\$FDCB4E},{bit 1,(iy+x)},4,20
{\$FDCB56},{bit 2,(iy+x)},4,20,{\$FDCB5E},{bit 3,(iy+x)},4,20
{\$FDCB66},{bit 4,(iy+x)},4,20,{\$FDCB6E},{bit 5,(iy+x)},4,20
{\$FDCB76},{bit 6,(iy+x)},4,20,{\$FDCB7E},{bit 7,(iy+x)},4,20
{\$FDCB86},{res 0,(iy+x)},4,23,{\$FDCB8E},{res 1,(iy+x)},4,23
{\$FDCB96},{res 2,(iy+x)},4,23,{\$FDCB9E},{res 3,(iy+x)},4,23
{\$FDCBA6},{res 4,(iy+x)},4,23,{\$FDCBAE},{res 5,(iy+x)},4,23
{\$FDCBB6},{res 6,(iy+x)},4,23,{\$FDCBBE},{res 7,(iy+x)},4,23
{\$FDCBC6},{set 0,(iy+x)},4,23,{\$FDCBCE},{set 1,(iy+x)},4,23
{\$FDCBD6},{set 2,(iy+x)},4,23,{\$FDCBDE},{set 3,(iy+x)},4,23
{\$FDCBE6},{set 4,(iy+x)},4,23,{\$FDCBEE},{set 5,(iy+x)},4,23
{\$FDCBF6},{set 6,(iy+x)},4,23,{\$FDCBFE},{set 7,(iy+x)},4,23
