{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{bit 4,(hl)},{\$CB66},{2},{12},{bit 6,(hl)},{\$CB76},{2},{12}
{bit 4,(ix+x)},{\$DDCB66},{4},{20},{bit 6,(ix+x)},{\$DDCB76},{4},{20}
{bit 4,(iy+x)},{\$FDCB66},{4},{20},{bit 6,(iy+x)},{\$FDCB76},{4},{20}
{bit 4,a},{\$CB67},{2},{8},{bit 6,a},{\$CB77},{2},{8}
{bit 4,b},{\$CB60},{2},{8},{bit 6,b},{\$CB70},{2},{8}
{bit 4,c},{\$CB61},{2},{8},{bit 6,c},{\$CB71},{2},{8}
{bit 4,d},{\$CB62},{2},{8},{bit 6,d},{\$CB72},{2},{8}
{bit 4,e},{\$CB63},{2},{8},{bit 6,e},{\$CB73},{2},{8}
{bit 4,h},{\$CB64},{2},{8},{bit 6,h},{\$CB74},{2},{8}
{bit 4,l},{\$CB65},{2},{8},{bit 6,l},{\$CB75},{2},{8}
{bit 5,(hl)},{\$CB6E},{2},{12},{bit 7,(hl)},{\$CB7E},{2},{12}
{bit 5,(ix+x)},{\$DDCB6E},{4},{20},{bit 7,(ix+x)},{\$DDCB7E},{4},{20}
{bit 5,(iy+x)},{\$FDCB6E},{4},{20},{bit 7,(iy+x)},{\$FDCB7E},{4},{20}
{bit 5,a},{\$CB6F},{2},{8},{bit 7,a},{\$CB7F},{2},{8}
{bit 5,b},{\$CB68},{2},{8},{bit 7,b},{\$CB78},{2},{8}
{bit 5,c},{\$CB69},{2},{8},{bit 7,c},{\$CB79},{2},{8}
{bit 5,d},{\$CB6A},{2},{8},{bit 7,d},{\$CB7A},{2},{8}
{bit 5,e},{\$CB6B},{2},{8},{bit 7,e},{\$CB7B},{2},{8}
{bit 5,h},{\$CB6C},{2},{8},{bit 7,h},{\$CB7C},{2},{8}
{bit 5,l},{\$CB6D},{2},{8},{bit 7,l},{\$CB7D},{2},{8}
