{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{ld (bc),a},{\$02},{1},{7},{ld (ix+x),e},{\$DD73},{3},{19}
{ld (de),a},{\$12},{1},{7},{ld (ix+x),h},{\$DD74},{3},{19}
{ld (hl),a},{\$77},{1},{7},{ld (ix+x),l},{\$DD75},{3},{19}
{ld (hl),b},{\$70},{1},{4},{ld (ix+x),x},{\$DD36},{5},{19}
{ld (hl),c},{\$71},{1},{4},{ld (iy+x),a},{\$FD77},{3},{19}
{ld (hl),d},{\$72},{1},{4},{ld (iy+x),b},{\$FD70},{3},{19}
{ld (hl),e},{\$73},{1},{4},{ld (iy+x),c},{\$FD71},{3},{19}
{ld (hl),h},{\$74},{1},{4},{ld (iy+x),d},{\$FD72},{3},{19}
{ld (hl),l},{\$75},{1},{4},{ld (iy+x),e},{\$FD73},{3},{19}
{ld (hl),x},{\$36},{2},{10},{ld (iy+x),h},{\$FD74},{3},{19}
{ld (ix+x),a},{\$DD77},{3},{19},{ld (iy+x),l},{\$FD75},{3},{19}
{ld (ix+x),b},{\$DD70},{3},{19},{ld (iy+x),x},{\$FD36},{5},{19}
{ld (ix+x),c},{\$DD71},{3},{19},{},{},{},{}
