{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{ld iyh,a},{\$FD67},{2},{8},{ld l,(ix+x)},{\$DD6E},{3},{19}
{ld iyh,b},{\$FD60},{2},{8},{ld l,(iy+x)},{\$FD6E},{3},{19}
{ld iyh,c},{\$FD61},{2},{8},{ld l,a},{\$6F},{1},{4}
{ld iyh,d},{\$FD62},{2},{8},{ld l,b},{\$68},{1},{4}
{ld iyh,e},{\$FD63},{2},{8},{ld l,c},{\$69},{1},{4}
{ld iyh,iyh},{\$FD64},{2},{8},{ld l,d},{\$6A},{1},{4}
{ld iyh,iyl},{\$FD65},{2},{8},{ld l,e},{\$6B},{1},{4}
{ld iyh,x},{\$FD26},{3},{11},{ld l,h},{\$6C},{1},{4}
{ld iyl,a},{\$FD6F},{2},{8},{ld l,l},{\$6D},{1},{4}
{ld iyl,b},{\$FD68},{2},{8},{ld l,x},{\$2E},{2},{7}
{ld iyl,c},{\$FD69},{2},{8},{ld r,a},{\$ED4F},{2},{9}
{ld iyl,d},{\$FD6A},{2},{8},{ld sp,(xx)},{\$ED7B},{4},{20}
{ld iyl,e},{\$FD6B},{2},{8},{ld sp,hl},{\$F9},{1},{6}
{ld iyl,iyh},{\$FD6C},{2},{2},{ld sp,ix},{\$DDF9},{2},{10}
{ld iyl,iyl},{\$FD6D},{2},{2},{ld sp,iy},{\$FDF9},{2},{10}
{ld iyl,x},{\$FD2E},{4},{11},{ld sp,xx},{\$31},{3},{10}
{ld l,(hl)},{\$6E},{1},{7},{},{},{},{}
