{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{res 0,(hl)},{\$CB86},{2},{15},{res 2,(ix+x)},{\$DDCB96},{4},{23}
{res 0,(ix+x)},{\$DDCB86},{4},{23},{res 2,(iy+x)},{\$FDCB96},{4},{23}
{res 0,(iy+x)},{\$FDCB86},{4},{23},{res 2,a},{\$CB97},{2},{8}
{res 0,a},{\$CB87},{2},{8},{res 2,b},{\$CB90},{2},{8}
{res 0,b},{\$CB80},{2},{8},{res 2,c},{\$CB91},{2},{8}
{res 0,c},{\$CB81},{2},{8},{res 2,d},{\$CB92},{2},{8}
{res 0,d},{\$CB82},{2},{8},{res 2,e},{\$CB93},{2},{8}
{res 0,e},{\$CB83},{2},{8},{res 2,h},{\$CB94},{2},{8}
{res 0,h},{\$CB84},{2},{8},{res 2,l},{\$CB95},{2},{8}
{res 0,l},{\$CB85},{2},{8},{res 3,(hl)},{\$CB9E},{2},{15}
{res 1,(hl)},{\$CB8E},{2},{15},{res 3,(ix+x)},{\$DDCB9E},{4},{23}
{res 1,(ix+x)},{\$DDCB8E},{4},{23},{res 3,(iy+x)},{\$FDCB9E},{4},{23}
{res 1,(iy+x)},{\$FDCB8E},{4},{23},{res 3,a},{\$CB9F},{2},{8}
{res 1,a},{\$CB8F},{2},{8},{res 3,b},{\$CB98},{2},{8}
{res 1,b},{\$CB88},{2},{8},{res 3,c},{\$CB99},{2},{8}
{res 1,c},{\$CB89},{2},{8},{res 3,d},{\$CB9A},{2},{8}
{res 1,d},{\$CB8A},{2},{8},{res 3,e},{\$CB9B},{2},{8}
{res 1,e},{\$CB8B},{2},{8},{res 3,h},{\$CB9C},{2},{8}
{res 1,h},{\$CB8C},{2},{8},{res 3,l},{\$CB9D},{2},{8}
{res 1,l},{\$CB8D},{2},{8},{},{},{},{}
