{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{ld b,(hl)},{\$46},{1},{7},{ld c,(hl)},{\$4E},{1},{7}
{ld b,(ix+x)},{\$DD46},{2},{19},{ld c,(ix+x)},{\$DD4E},{3},{19}
{ld b,(iy+x)},{\$FD46},{2},{19},{ld c,(iy+x)},{\$FD4E},{3},{19}
{ld b,a},{\$47},{1},{4},{ld c,a},{\$4F},{1},{4}
{ld b,b},{\$40},{1},{4},{ld c,b},{\$48},{1},{4}
{ld b,c},{\$41},{1},{4},{ld c,c},{\$49},{1},{4}
{ld b,d},{\$42},{1},{4},{ld c,d},{\$4A},{1},{4}
{ld b,e},{\$43},{1},{4},{ld c,e},{\$4B},{1},{4}
{ld b,h},{\$44},{1},{4},{ld c,h},{\$4C},{1},{4}
{ld b,ixh},{\$DD44},{2},{8},{ld c,ixh},{\$DD4C},{2},{8}
{ld b,ixl},{\$DD45},{2},{8},{ld c,ixl},{\$DD4D},{2},{8}
{ld b,iyh},{\$FD44},{2},{8},{ld c,iyh},{\$FD4C},{2},{8}
{ld b,iyl},{\$FD45},{2},{8},{ld c,iyl},{\$FD4D},{2},{8}
{ld b,l},{\$45},{1},{4},{ld c,l},{\$4D},{1},{4}
{ld b,x},{\$06},{2},{7},{ld c,x},{\$0E},{2},{7}
{ld bc,(xx)},{\$ED4B},{4},{20},{},{},{},{}
