{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{ld h,(hl)},{\$66},{1},{7},{ld ixh,a},{\$DD67},{2},{8}
{ld h,(ix+x)},{\$DD65},{3},{19},{ld ixh,b},{\$DD60},{2},{8}
{ld h,(iy+x)},{\$FD65},{3},{19},{ld ixh,c},{\$DD61},{2},{8}
{ld h,a},{\$67},{1},{4},{ld ixh,d},{\$DD62},{2},{8}
{ld h,b},{\$60},{1},{4},{ld ixh,e},{\$DD63},{2},{8}
{ld h,c},{\$61},{1},{4},{ld ixh,ixh},{\$DD64},{2},{8}
{ld h,d},{\$62},{1},{4},{ld ixh,ixl},{\$DD65},{2},{8}
{ld h,e},{\$63},{1},{4},{ld ixh,x},{\$DD26},{3},{11}
{ld h,h},{\$64},{1},{4},{ld ixl,a},{\$DD6F},{2},{8}
{ld h,l},{\$65},{1},{4},{ld ixl,b},{\$DD68},{2},{8}
{ld h,x},{\$26},{2},{7},{ld ixl,c},{\$DD69},{2},{8}
{ld hl,(xx)},{\$2A},{3},{16},{ld ixl,d},{\$DD6A},{2},{8}
{ld hl,(xx)},{\$ED6B},{4},{20},{ld ixl,e},{\$DD6B},{2},{8}
{ld hl,xx},{\$21},{3},{10},{ld ixl,ixh},{\$DD6C},{2},{2}
{ld i,a},{\$ED47},{2},{9},{ld ixl,ixl},{\$DD6D},{2},{2}
{ld ix,(xx)},{\$DD2A},{4},{20},{ld ixl,x},{\$DD2E},{4},{11}
{ld ix,xx},{\$DD21},{4},{14},{},{},{},{}
