{Mnemonic},{Opcode},{Sz},{T},{Mnemonic},{Opcode},{Sz},{T}
{mov a,a},{\$7F},{1},{4},{mov c,b},{\$48},{1},{4}
{mov a,b},{\$78},{1},{4},{mov c,c},{\$49},{1},{4}
{mov a,c},{\$79},{1},{4},{mov c,d},{\$4A},{1},{4}
{mov a,d},{\$7A},{1},{4},{mov c,e},{\$4B},{1},{4}
{mov a,e},{\$7B},{1},{4},{mov c,h},{\$4C},{1},{4}
{mov a,h},{\$7C},{1},{4},{mov c,l},{\$4D},{1},{4}
{mov a,l},{\$7D},{1},{4},{mov c,m},{\$4E},{1},{7}
{mov a,m},{\$7E},{1},{7},{mov d,a},{\$57},{1},{4}
{mov b,a},{\$47},{1},{4},{mov d,b},{\$50},{1},{4}
{mov b,b},{\$40},{1},{4},{mov d,c},{\$51},{1},{4}
{mov b,c},{\$41},{1},{4},{mov d,d},{\$52},{1},{4}
{mov b,d},{\$42},{1},{4},{mov d,e},{\$53},{1},{4}
{mov b,e},{\$43},{1},{4},{mov d,h},{\$54},{1},{4}
{mov b,h},{\$44},{1},{4},{mov d,l},{\$55},{1},{4}
{mov b,l},{\$45},{1},{4},{mov d,m},{\$56},{1},{7}
{mov b,m},{\$46},{1},{7},{},{},{},{}
